,end_date,营收得分,利润得分,费用得分,周转得分,现金得分,净资产得分,总资产得分,市净率得分,市盈率得分,总分,code,name
507,20201231,0,10,5.0,10,0,0,0,9,0,34.0,000045.SZ,深纺织A
54715,20201231,0,0,5.0,9,0,10,10,0,0,34.0,605122.SH,四方新材
31600,20201231,0,0,0.0,10,10,0,0,3,10,33.0,300807.SZ,天迈科技
13504,20201231,0,10,5.0,10,0,0,0,8,0,33.0,002490.SZ,山东墨龙
31890,20201231,0,0,3.0,10,1,0,7,2,10,33.0,300835.SZ,龙磁科技
39294,20201231,0,10,7.0,10,0,0,0,6,0,33.0,600560.SH,金自天正
55213,20201231,0,0,5.0,10,0,0,0,8,10,33.0,688009.SH,中国通号
1463,20201231,10,2,0.0,10,0,10,1,0,0,33.0,000504.SZ,ST生物
34332,20201231,10,10,3.0,10,0,0,0,0,0,33.0,600127.SH,金健米业
50973,20201231,0,4,7.0,10,0,2,10,0,0,33.0,603530.SH,神马电力
30592,20201231,3,7,1.0,10,1,1,10,0,0,33.0,300722.SZ,新余国科
32143,20201231,0,0,0.0,10,0,1,7,5,10,33.0,300862.SZ,蓝盾光电
24673,20201231,0,0,5.0,10,0,0,0,8,10,33.0,300296.SZ,利亚德
49214,20201231,8,0,0.0,10,0,0,0,5,10,33.0,603220.SH,中贝通信
26309,20201231,6,0,5.0,10,0,0,0,2,10,33.0,300414.SZ,中光防雷
3403,20201231,0,10,0.0,0,10,0,0,9,4,33.0,000686.SZ,东北证券
17718,20201231,10,10,0.0,0,0,0,0,5,8,33.0,002797.SZ,第一创业
13158,20201231,6,0,1.0,10,10,0,0,6,0,33.0,002465.SZ,海格通信
55095,20201231,0,0,3.0,10,0,10,10,0,0,33.0,605398.SH,新炬网络
2147,20201231,0,8,0.0,10,0,0,0,5,10,33.0,000561.SZ,烽火电子
32944,20201231,0,0,5.0,10,8,0,0,0,10,33.0,600009.SH,上海机场
20349,20201231,0,3,5.0,10,1,1,10,3,0,33.0,003015.SZ,日久光电
52171,20201231,0,3,5.0,10,0,1,10,1,3,33.0,603688.SH,石英股份
55984,20201231,10,0,1.0,10,0,0,2,0,10,33.0,688155.SH,先惠技术
36783,20201231,0,0,3.0,10,4,2,8,6,0,33.0,600329.SH,中新药业
46738,20201231,1,0,5.0,10,0,0,0,7,10,33.0,601869.SH,长飞光纤
9284,20201231,0,0,1.0,10,10,0,0,2,10,33.0,002190.SZ,成飞集成
4432,20201231,0,0,0.0,10,7,0,0,6,10,33.0,000795.SZ,英洛华
28614,20201231,3,0,0.0,10,0,4,6,0,10,33.0,300579.SZ,数字认证
828,20201231,0,0,5.0,10,0,0,0,8,10,33.0,000096.SZ,广聚能源
56773,20201231,0,0,0.0,10,8,0,0,5,10,33.0,688366.SH,昊海生科
42700,20201231,0,0,5.0,10,0,0,0,8,10,33.0,600825.SH,新华传媒
45197,20201231,5,1,5.0,10,0,0,0,10,2,33.0,601186.SH,中国铁建
987,20201231,10,10,0.0,0,0,0,0,9,4,33.0,000166.SZ,申万宏源
47091,20201231,0,0,5.0,10,0,0,0,8,10,33.0,601958.SH,金钼股份
8503,20201231,0,4,5.0,10,0,0,0,9,5,33.0,002135.SZ,东南网架
20236,20201231,0,0,3.0,4,1,4,10,0,10,32.0,003000.SZ,华文食品
23673,20201231,0,10,5.0,10,0,7,0,0,0,32.0,300226.SZ,上海钢联
13083,20201231,0,10,7.0,10,0,1,4,0,0,32.0,002460.SZ,赣锋锂业
49159,20201231,0,0,3.0,10,0,2,7,0,10,32.0,603212.SH,赛伍技术
32245,20201231,0,3,3.0,10,0,6,10,0,0,32.0,300876.SZ,蒙泰高新
38659,20201231,0,6,5.0,10,0,0,1,10,0,32.0,600508.SH,上海能源
42063,20201231,6,0,5.0,10,0,0,0,1,10,32.0,600776.SH,东方通信
13053,20201231,0,0,9.0,9,0,0,0,4,10,32.0,002458.SZ,益生股份
55965,20201231,0,2,7.0,10,10,0,3,0,0,32.0,688138.SH,清溢光电
56293,20201231,0,0,10.0,10,0,0,0,2,10,32.0,688215.SH,瑞晟智能
32261,20201231,0,0,3.0,10,0,4,10,5,0,32.0,300878.SZ,维康药业
56806,20201231,0,0,9.0,10,4,0,3,6,0,32.0,688377.SH,迪威尔
35367,20201231,1,10,7.0,10,0,0,4,0,0,32.0,600212.SH,江泉实业
1234,20201231,0,0,10.0,2,0,0,0,10,10,32.0,000417.SZ,合肥百货
40599,20201231,0,0,7.0,10,10,0,0,5,0,32.0,600662.SH,强生控股
46612,20201231,2,0,0.0,0,10,0,0,10,10,32.0,601818.SH,光大银行
1147,20201231,0,10,5.0,10,0,4,2,1,0,32.0,000409.SZ,ST地矿
40889,20201231,0,0,3.0,10,10,0,0,9,0,32.0,600688.SH,上海石化
42758,20201231,0,0,5.0,10,0,0,0,7,10,32.0,600829.SH,人民同泰
43163,20201231,10,0,7.0,10,0,0,5,0,0,32.0,600862.SH,中航高科
48070,20201231,0,0,3.0,10,0,1,10,8,0,32.0,603067.SH,振华股份
32467,20201231,0,0,5.0,10,0,3,10,4,0,32.0,300905.SZ,宝丽迪
39905,20201231,0,10,0.0,0,0,0,5,7,10,32.0,600605.SH,汇通能源
50747,20201231,10,0,0.0,10,0,0,0,2,10,32.0,603496.SH,恒为科技
28499,20201231,0,0,7.0,10,0,0,0,5,10,32.0,300570.SZ,太辰光
12525,20201231,0,0,5.0,10,0,2,0,5,10,32.0,002420.SZ,毅昌股份
55813,20201231,2,0,0.0,10,10,1,9,0,0,32.0,688106.SH,金宏气体
25800,20201231,0,3,0.0,10,5,0,4,0,10,32.0,300378.SZ,鼎捷软件
44316,20201231,0,0,3.0,10,10,0,0,9,0,32.0,600992.SH,贵绳股份
28259,20201231,0,0,10.0,10,0,0,0,2,10,32.0,300553.SZ,集智股份
35004,20201231,2,0,3.0,10,0,0,0,6,10,31.0,600184.SH,光电股份
8736,20201231,0,0,3.0,10,0,0,2,6,10,31.0,002152.SZ,广电运通
5441,20201231,0,0,3.0,10,0,0,0,8,10,31.0,000901.SZ,航天科技
8606,20201231,10,0,0.0,0,10,4,0,7,0,31.0,002142.SZ,宁波银行
50343,20201231,0,0,0.0,10,10,0,1,0,10,31.0,603377.SH,东方时尚
10905,20201231,10,10,0.0,10,1,0,0,0,0,31.0,002306.SZ,ST云网
39860,20201231,0,0,3.0,10,0,0,0,8,10,31.0,600602.SH,云赛智联
49919,20201231,1,0,1.0,10,0,9,10,0,0,31.0,603324.SH,盛剑环境
14631,20201231,0,0,5.0,10,10,0,0,6,0,31.0,002571.SZ,德力股份
48139,20201231,10,10,0.0,10,0,0,0,1,0,31.0,603078.SH,江化微
44765,20201231,1,0,0.0,0,10,0,0,10,10,31.0,601077.SH,渝农商行
2015,20201231,0,0,3.0,10,10,0,0,8,0,31.0,000551.SZ,创元科技
45583,20201231,1,0,0.0,0,10,0,0,10,10,31.0,601328.SH,交通银行
27282,20201231,0,0,0.0,10,10,0,1,8,2,31.0,300483.SZ,首华燃气
46782,20201231,10,10,0.0,0,0,0,0,5,6,31.0,601878.SH,浙商证券
56088,20201231,10,10,0.0,10,1,0,0,0,0,31.0,688177.SH,百奥泰-U
45775,20201231,0,0,0.0,0,10,1,0,10,10,31.0,601398.SH,工商银行
3561,20201231,0,10,5.0,10,0,0,1,5,0,31.0,000702.SZ,正虹科技
13245,20201231,0,10,5.0,10,0,0,0,6,0,31.0,002471.SZ,中超控股
4114,20201231,0,0,3.0,10,0,0,0,8,10,31.0,000757.SZ,浩物股份
46220,20201231,0,0,0.0,0,10,1,0,10,10,31.0,601658.SH,邮储银行
53875,20201231,1,7,0.0,10,0,2,10,0,0,30.0,603919.SH,金徽酒
9255,20201231,0,10,0.0,10,0,0,0,0,10,30.0,002188.SZ,*ST巴士
46958,20201231,0,0,0.0,0,10,0,0,10,10,30.0,601916.SH,浙商银行
32829,20201231,0,0,0.0,10,10,0,10,0,0,30.0,300962.SZ,中金辐照
42556,20201231,0,10,5.0,10,0,0,0,5,0,30.0,600815.SH,*ST厦工
36436,20201231,4,10,5.0,0,10,0,0,1,0,30.0,600301.SH,ST南化
45450,20201231,10,10,0.0,0,0,0,0,0,10,30.0,601236.SH,红塔证券
32870,20201231,0,0,0.0,0,10,0,0,10,10,30.0,600000.SH,浦发银行
9313,20201231,10,10,0.0,10,0,0,0,0,0,30.0,002192.SZ,融捷股份
41568,20201231,0,0,5.0,10,0,0,0,5,10,30.0,600738.SH,丽尚国潮
17733,20201231,0,0,0.0,10,0,4,8,8,0,30.0,002798.SZ,帝欧家居
36001,20201231,0,0,0.0,10,0,0,0,10,10,30.0,600266.SH,城建发展
22271,20201231,10,0,0.0,10,0,0,0,0,10,30.0,300125.SZ,聆达股份
1564,20201231,0,0,0.0,10,0,0,0,10,10,30.0,000514.SZ,渝开发
26907,20201231,10,0,7.0,10,0,0,0,3,0,30.0,300457.SZ,赢合科技
45958,20201231,0,0,0.0,10,0,0,0,10,10,30.0,601588.SH,北辰实业
50608,20201231,0,0,0.0,10,10,0,0,0,10,30.0,603429.SH,集友股份
14531,20201231,0,0,1.0,10,9,0,0,10,0,30.0,002564.SZ,天沃科技
189,20201231,0,10,1.0,10,0,0,0,8,1,30.0,000016.SZ,深康佳A
50485,20201231,0,0,3.0,10,0,0,0,7,10,30.0,603390.SH,通达电气
31388,20201231,10,0,5.0,10,0,0,4,1,0,30.0,300787.SZ,海能实业
35595,20201231,0,10,0.0,10,0,0,0,10,0,30.0,600230.SH,沧州大化
47901,20201231,0,0,3.0,10,0,0,0,7,10,30.0,603042.SH,华脉科技
7023,20201231,10,0,1.0,10,0,0,0,9,0,30.0,002031.SZ,巨轮智能
1391,20201231,0,0,0.0,10,10,0,0,10,0,30.0,000488.SZ,晨鸣纸业
6835,20201231,0,0,5.0,10,0,0,0,5,10,30.0,002017.SZ,东信和平
31742,20201231,0,0,0.0,10,0,0,6,4,10,30.0,300821.SZ,东岳硅材
54856,20201231,0,0,3.0,10,10,0,4,3,0,30.0,605198.SH,德利股份
7596,20201231,10,0,10.0,0,0,0,0,0,10,30.0,002072.SZ,*ST凯瑞
43539,20201231,0,10,0.0,10,0,0,0,10,0,30.0,600889.SH,南京化纤
43554,20201231,0,0,0.0,10,10,0,0,0,10,30.0,600890.SH,*ST中房
35812,20201231,0,10,1.0,10,0,0,0,9,0,30.0,600249.SH,两面针
32320,20201231,0,0,10.0,10,0,0,10,0,0,30.0,300886.SZ,华业香料
54644,20201231,0,0,1.0,10,0,8,10,0,0,29.0,605081.SH,太和水
2503,20201231,0,0,1.0,10,10,0,0,8,0,29.0,000597.SZ,东北制药
45553,20201231,0,0,0.0,0,10,0,0,9,10,29.0,601319.SH,中国人保
7352,20201231,0,0,1.0,10,10,0,0,8,0,29.0,002054.SZ,德美化工
8692,20201231,0,0,7.0,10,0,0,0,2,10,29.0,002149.SZ,西部材料
21245,20201231,0,10,0.0,10,0,0,0,9,0,29.0,300050.SZ,世纪鼎利
45126,20201231,7,0,0.0,0,0,2,0,10,10,29.0,601166.SH,兴业银行
21986,20201231,0,0,0.0,10,0,0,0,9,10,29.0,300105.SZ,龙源技术
57526,20201231,5,0,1.0,10,0,1,4,8,0,29.0,688679.SH,通源环境
6219,20201231,0,0,1.0,10,10,0,0,8,0,29.0,000973.SZ,佛塑科技
6379,20201231,7,0,7.0,10,0,0,1,4,0,29.0,000988.SZ,华工科技
47843,20201231,0,0,0.0,10,0,0,0,9,10,29.0,603038.SH,华立股份
47814,20201231,0,0,9.0,10,0,0,2,8,0,29.0,603036.SH,如通股份
56849,20201231,0,0,5.0,10,0,0,4,0,10,29.0,688388.SH,嘉元科技
57306,20201231,0,0,9.0,10,0,0,0,0,10,29.0,688589.SH,力合微
40092,20201231,0,10,10.0,0,0,0,0,8,1,29.0,600620.SH,天宸股份
11531,20201231,0,0,1.0,10,0,0,0,8,10,29.0,002350.SZ,北京科锐
57385,20201231,0,3,5.0,7,1,7,6,0,0,29.0,688609.SH,九联科技
4865,20201231,0,0,9.0,10,0,0,0,10,0,29.0,000833.SZ,粤桂股份
51452,20201231,0,10,1.0,10,0,0,0,7,0,28.0,603603.SH,博天环境
43090,20201231,0,0,5.0,10,0,0,0,3,10,28.0,600857.SH,宁波中百
47729,20201231,0,0,0.0,10,0,0,0,8,10,28.0,603029.SH,天鹅股份
17302,20201231,4,0,3.0,10,0,0,0,1,10,28.0,002766.SZ,ST索菱
40629,20201231,0,0,10.0,10,0,0,0,8,0,28.0,600664.SH,哈药股份
32823,20201231,0,0,7.0,10,0,4,7,0,0,28.0,300961.SZ,深水海纳
4750,20201231,0,0,7.0,10,1,0,0,10,0,28.0,000822.SZ,山东海化
35624,20201231,0,0,5.0,10,0,0,0,8,5,28.0,600232.SH,金鹰股份
37213,20201231,0,0,0.0,10,0,0,0,8,10,28.0,600367.SH,红星发展
6424,20201231,0,0,10.0,10,0,0,0,8,0,28.0,000993.SZ,闽东电力
27383,20201231,0,0,0.0,10,0,0,0,8,10,28.0,300490.SZ,华自科技
55304,20201231,5,0,1.0,10,0,0,2,0,10,28.0,688018.SH,乐鑫科技
13885,20201231,0,0,5.0,10,0,1,6,6,0,28.0,002518.SZ,科士达
56953,20201231,0,0,1.0,10,4,3,10,0,0,28.0,688468.SH,科美诊断
19783,20201231,0,0,0.0,10,0,0,0,8,10,28.0,002955.SZ,鸿合科技
41322,20201231,0,0,10.0,10,0,0,0,8,0,28.0,600721.SH,*ST百花
2375,20201231,7,10,0.0,10,0,0,1,0,0,28.0,000586.SZ,汇源通信
28585,20201231,0,0,5.0,10,0,0,0,3,10,28.0,300577.SZ,开润股份
43105,20201231,0,0,10.0,8,0,0,0,10,0,28.0,600858.SH,银座股份
11849,20201231,3,0,3.0,10,0,0,4,6,1,27.0,002373.SZ,千方科技
12297,20201231,0,0,5.0,10,0,1,5,6,0,27.0,002404.SZ,嘉欣丝绸
12078,20201231,0,2,5.0,10,10,0,0,0,0,27.0,002389.SZ,航天彩虹
39948,20201231,0,0,7.0,10,0,0,0,0,10,27.0,600609.SH,金杯汽车
39670,20201231,0,0,0.0,10,0,3,4,0,10,27.0,600588.SH,用友网络
47282,20201231,10,10,0.0,0,0,2,0,0,5,27.0,601995.SH,中金公司
43003,20201231,0,0,3.0,10,0,2,0,2,10,27.0,600850.SH,华东电脑
53792,20201231,0,0,1.0,10,0,0,0,6,10,27.0,603909.SH,合诚股份
32758,20201231,0,0,7.0,0,0,10,10,0,0,27.0,300949.SZ,奥雅设计
43466,20201231,0,0,1.0,10,0,0,0,6,10,27.0,600884.SH,杉杉股份
53324,20201231,0,0,0.0,10,0,0,0,7,10,27.0,603860.SH,中公高科
51893,20201231,0,0,0.0,10,10,0,0,7,0,27.0,603660.SH,苏州科达
640,20201231,9,0,7.0,0,0,0,2,9,0,27.0,000060.SZ,中金岭南
34574,20201231,0,7,1.0,10,0,0,5,0,3,26.0,600149.SH,ST坊展
14273,20201231,0,1,3.0,10,0,0,2,10,0,26.0,002546.SZ,新联电子
4387,20201231,0,0,1.0,10,0,0,0,5,10,26.0,000790.SZ,华神科技
45024,20201231,0,0,5.0,10,0,0,3,8,0,26.0,601137.SH,博威合金
44735,20201231,0,0,7.0,10,0,0,0,9,0,26.0,601068.SH,中铝国际
25071,20201231,0,0,7.0,10,0,0,0,9,0,26.0,300324.SZ,旋极信息
41218,20201231,0,10,0.0,10,0,0,0,6,0,26.0,600714.SH,金瑞矿业
18662,20201231,0,0,0.0,10,10,0,0,6,0,26.0,002868.SZ,绿康生化
9584,20201231,0,10,1.0,7,0,0,4,4,0,26.0,002211.SZ,宏达新材
13098,20201231,0,5,5.0,0,10,0,0,6,0,26.0,002461.SZ,珠江啤酒
20373,20201231,0,0,1.0,10,0,0,9,6,0,26.0,003018.SZ,金富科技
55654,20201231,0,0,0.0,10,0,0,0,5,10,25.0,688081.SH,兴图新科
2103,20201231,0,0,0.0,10,0,0,0,5,10,25.0,000558.SZ,莱茵体育
56320,20201231,10,0,0.0,10,0,0,0,5,0,25.0,688221.SH,前沿生物-U
624,20201231,0,0,5.0,10,0,0,0,10,0,25.0,000059.SZ,华锦股份
14,20201231,6,0,0.0,0,0,0,0,9,10,25.0,000001.SZ,平安银行
9024,20201231,0,6,1.0,10,0,0,0,8,0,25.0,002172.SZ,澳洋健康
27022,20201231,3,0,0.0,10,0,0,0,2,10,25.0,300465.SZ,高伟达
20310,20201231,3,0,5.0,10,0,1,6,0,0,25.0,003009.SZ,中天火箭
27065,20201231,4,0,9.0,0,0,0,2,0,10,25.0,300468.SZ,四方精创
7886,20201231,0,0,5.0,10,0,0,0,10,0,25.0,002092.SZ,中泰化学
37285,20201231,0,5,5.0,10,0,0,0,3,2,25.0,600372.SH,中航电子
45613,20201231,0,0,5.0,10,0,0,0,10,0,25.0,601333.SH,广深铁路
20802,20201231,0,0,0.0,10,0,0,0,5,10,25.0,300018.SZ,中元股份
17375,20201231,0,0,0.0,10,0,0,0,5,10,25.0,002771.SZ,真视通
41698,20201231,0,0,5.0,10,0,0,0,10,0,25.0,600748.SH,上实发展
24190,20201231,0,0,10.0,5,0,0,0,10,0,25.0,300262.SZ,巴安水务
24219,20201231,0,10,5.0,10,0,0,0,0,0,25.0,300264.SZ,佳创视讯
38343,20201231,0,0,0.0,10,0,0,0,5,10,25.0,600481.SH,双良节能
43952,20201231,0,0,10.0,10,0,0,0,5,0,25.0,600962.SH,国投中鲁
15025,20201231,0,2,3.0,10,0,0,3,7,0,25.0,002598.SZ,山东章鼓
35165,20201231,1,0,7.0,10,0,1,3,2,0,24.0,600196.SH,复星医药
47076,20201231,1,0,3.0,10,10,0,0,0,0,24.0,601956.SH,东贝集团
12910,20201231,10,10,0.0,4,0,0,0,0,0,24.0,002447.SZ,*ST晨鑫
19703,20201231,5,0,0.0,0,10,0,0,9,0,24.0,002948.SZ,青岛银行
10172,20201231,0,6,0.0,10,0,0,0,7,1,24.0,002253.SZ,川大智胜
37315,20201231,0,0,5.0,10,1,0,0,8,0,24.0,600375.SH,汉马科技
34173,20201231,0,0,5.0,10,0,0,0,9,0,24.0,600115.SH,东方航空
39785,20201231,7,0,0.0,10,0,0,3,4,0,24.0,600597.SH,光明乳业
31789,20201231,0,0,1.0,10,0,0,3,0,10,24.0,300825.SZ,阿尔特
10646,20201231,0,10,3.0,10,0,0,0,1,0,24.0,002288.SZ,超华科技
57501,20201231,3,0,5.0,10,0,2,4,0,0,24.0,688676.SH,金盘科技
31987,20201231,0,0,0.0,10,0,2,10,2,0,24.0,300845.SZ,捷安高科
1219,20201231,0,0,0.0,0,10,0,0,4,10,24.0,000416.SZ,民生控股
32626,20201231,1,0,3.0,10,0,5,5,0,0,24.0,300929.SZ,华骐环保
8677,20201231,0,10,7.0,0,0,0,0,7,0,24.0,002148.SZ,北纬科技
20629,20201231,0,0,10.0,10,0,0,0,3,0,23.0,300006.SZ,莱美药业
19551,20201231,3,0,0.0,0,0,0,0,10,10,23.0,002936.SZ,郑州银行
24006,20201231,9,0,3.0,10,0,0,0,1,0,23.0,300249.SZ,依米康
27237,20201231,0,4,1.0,10,1,0,6,1,0,23.0,300480.SZ,光力科技
43584,20201231,9,0,3.0,10,0,0,0,1,0,23.0,600893.SH,航发动力
40497,20201231,0,0,5.0,10,0,0,0,8,0,23.0,600653.SH,申华控股
40759,20201231,0,0,3.0,10,0,0,0,10,0,23.0,600676.SH,交运股份
24758,20201231,0,10,0.0,10,0,0,0,3,0,23.0,300302.SZ,同有科技
54493,20201231,0,0,5.0,10,0,0,0,8,0,23.0,603997.SH,继峰股份
11935,20201231,0,0,5.0,10,0,0,0,8,0,23.0,002379.SZ,宏创控股
51436,20201231,0,0,0.0,10,10,0,0,3,0,23.0,603602.SH,纵横通信
15902,20201231,0,0,5.0,10,0,0,0,4,3,22.0,002660.SZ,茂硕电源
3793,20201231,0,10,0.0,10,0,0,0,2,0,22.0,000721.SZ,西安饮食
26606,20201231,0,5,7.0,10,0,0,0,0,0,22.0,300436.SZ,广生堂
56166,20201231,10,0,0.0,10,2,0,0,0,0,22.0,688185.SH,康希诺-U
55239,20201231,0,0,0.0,10,0,0,0,2,10,22.0,688011.SH,新光光电
1650,20201231,0,0,3.0,10,0,0,0,9,0,22.0,000521.SZ,长虹美菱
45799,20201231,10,2,0.0,0,0,0,0,0,10,22.0,601456.SH,国联证券
35322,20201231,0,0,0.0,10,10,0,0,2,0,22.0,600209.SH,*ST罗顿
32835,20201231,0,0,0.0,10,0,2,10,0,0,22.0,300963.SZ,中洲特材
28800,20201231,0,0,10.0,10,0,0,0,1,0,21.0,300592.SZ,华凯创意
32846,20201231,0,0,5.0,10,0,0,6,0,0,21.0,300966.SZ,共同药业
37759,20201231,0,10,1.0,10,0,0,0,0,0,21.0,600416.SH,湘电股份
39309,20201231,0,0,1.0,10,0,0,0,10,0,21.0,600561.SH,江西长运
2074,20201231,0,0,5.0,10,0,0,0,6,0,21.0,000555.SZ,神州信息
11777,20201231,10,0,0.0,10,0,1,0,0,0,21.0,002368.SZ,太极股份
39540,20201231,0,0,1.0,10,0,0,0,10,0,21.0,600579.SH,克劳斯
13561,20201231,0,0,1.0,10,0,0,0,10,0,21.0,002494.SZ,华斯股份
14849,20201231,0,10,1.0,0,0,0,0,10,0,21.0,002586.SZ,*ST围海
10661,20201231,0,0,1.0,10,0,0,0,0,10,21.0,002289.SZ,ST宇顺
10603,20201231,0,8,5.0,0,0,0,0,8,0,21.0,002285.SZ,世联行
10317,20201231,0,0,5.0,10,0,0,0,6,0,21.0,002265.SZ,西仪股份
56581,20201231,9,2,0.0,10,0,0,0,0,0,21.0,688316.SH,青云科技-U
27856,20201231,0,0,0.0,10,0,0,1,0,10,21.0,300523.SZ,辰安科技
18420,20201231,0,0,1.0,10,0,0,0,0,10,21.0,002850.SZ,科达利
56342,20201231,0,0,0.0,10,0,0,6,5,0,21.0,688228.SH,开普云
46462,20201231,0,10,10.0,1,0,0,0,0,0,21.0,601777.SH,ST力帆
56134,20201231,10,0,0.0,10,1,0,0,0,0,21.0,688180.SH,君实生物-U
34473,20201231,0,0,1.0,10,0,0,0,10,0,21.0,600138.SH,中青旅
45866,20201231,0,0,1.0,10,0,0,0,0,10,21.0,601519.SH,大智慧
56422,20201231,0,0,0.0,10,10,0,0,0,0,20.0,688277.SH,天智航-U
4447,20201231,0,0,10.0,10,0,0,0,0,0,20.0,000796.SZ,凯撒旅业
29382,20201231,0,0,3.0,10,0,0,7,0,0,20.0,300634.SZ,彩讯股份
47208,20201231,0,0,0.0,0,0,0,0,10,10,20.0,601988.SH,中国银行
7410,20201231,0,10,0.0,10,0,0,0,0,0,20.0,002058.SZ,*ST威尔
21044,20201231,0,2,0.0,10,0,1,5,2,0,20.0,300036.SZ,超图软件
11806,20201231,0,10,0.0,10,0,0,0,0,0,20.0,002370.SZ,亚太药业
45495,20201231,0,0,0.0,0,0,0,0,10,10,20.0,601288.SH,农业银行
45009,20201231,0,0,0.0,0,10,0,0,10,0,20.0,601128.SH,常熟银行
29994,20201231,10,0,0.0,10,0,0,0,0,0,20.0,300678.SZ,中科信息
43075,20201231,0,10,0.0,10,0,0,0,0,0,20.0,600856.SH,*ST中天
33017,20201231,0,0,0.0,0,0,0,0,10,10,20.0,600016.SH,民生银行
23427,20201231,0,0,10.0,10,0,0,0,0,0,20.0,300208.SZ,青岛中程
23905,20201231,10,0,5.0,0,0,0,0,5,0,20.0,300242.SZ,佳云科技
47326,20201231,0,0,0.0,0,0,0,0,10,10,20.0,601998.SH,中信银行
2746,20201231,0,0,10.0,0,0,0,0,10,0,20.0,000617.SZ,中油资本
56740,20201231,0,0,0.0,10,0,1,3,5,0,19.0,688360.SH,德马科技
33193,20201231,0,0,0.0,10,0,0,0,9,0,19.0,600029.SH,南方航空
32606,20201231,0,0,5.0,10,0,0,4,0,0,19.0,300926.SZ,博俊科技
8837,20201231,0,0,0.0,10,0,0,0,9,0,19.0,002159.SZ,三特索道
27108,20201231,0,0,5.0,10,0,0,0,4,0,19.0,300471.SZ,厚普股份
35566,20201231,0,0,9.0,10,0,0,0,0,0,19.0,600228.SH,昌九生化
3677,20201231,5,2,0.0,0,10,0,0,2,0,19.0,000712.SZ,锦龙股份
53407,20201231,0,0,0.0,10,0,0,0,9,0,19.0,603869.SH,新智认知
44908,20201231,0,0,0.0,10,0,0,0,9,0,19.0,601111.SH,中国国航
41713,20201231,0,0,0.0,10,0,0,0,8,0,18.0,600749.SH,西藏旅游
41772,20201231,0,0,5.0,0,0,0,0,3,10,18.0,600754.SH,锦江酒店
46339,20201231,7,1,0.0,0,10,0,0,0,0,18.0,601696.SH,中银证券
8201,20201231,0,0,0.0,10,0,0,0,8,0,18.0,002114.SZ,罗平锌电
36031,20201231,0,0,0.0,10,0,0,0,7,0,17.0,600268.SH,国电南自
27913,20201231,0,0,0.0,10,0,0,0,7,0,17.0,300528.SZ,幸福蓝海
41801,20201231,0,0,0.0,10,0,0,0,7,0,17.0,600756.SH,浪潮软件
42859,20201231,5,2,0.0,0,0,0,0,10,0,17.0,600837.SH,海通证券
26692,20201231,0,0,7.0,10,0,0,0,0,0,17.0,300442.SZ,普丽盛
48344,20201231,0,0,0.0,10,0,0,0,7,0,17.0,603099.SH,长白山
39075,20201231,0,0,0.0,10,0,0,0,3,4,17.0,600540.SH,新赛股份
33267,20201231,3,0,0.0,0,0,5,0,8,0,16.0,600036.SH,招商银行
6776,20201231,0,0,3.0,10,0,0,0,3,0,16.0,002013.SZ,中航机电
5629,20201231,0,0,0.0,10,0,0,0,6,0,16.0,000918.SZ,嘉凯城
41188,20201231,0,0,0.0,10,0,0,0,6,0,16.0,600712.SH,南宁百货
41380,20201231,0,0,5.0,10,0,0,0,0,0,15.0,600725.SH,ST云维
4214,20201231,0,0,5.0,10,0,0,0,0,0,15.0,000768.SZ,中航西飞
43714,20201231,5,0,0.0,0,0,0,0,10,0,15.0,600908.SH,无锡银行
47106,20201231,4,0,0.0,0,10,1,0,0,0,15.0,601963.SH,重庆银行
20511,20201231,0,0,0.0,10,0,0,4,0,0,14.0,003040.SZ,楚天龙
6321,20201231,0,10,0.0,0,0,0,0,2,0,12.0,000982.SZ,*ST中绒
4476,20201231,0,0,0.0,10,2,0,0,0,0,12.0,000798.SZ,中水渔业
48290,20201231,0,0,0.0,0,0,0,0,2,10,12.0,603093.SH,南华期货
46002,20201231,0,0,0.0,10,0,0,0,1,0,11.0,601599.SH,鹿港文化
36495,20201231,0,0,1.0,10,0,0,0,0,0,11.0,600306.SH,*ST商城
37530,20201231,0,0,1.0,10,0,0,0,0,0,11.0,600391.SH,航发科技
17847,20201231,0,0,0.0,0,0,0,0,10,0,10.0,002807.SZ,江阴银行
3605,20201231,0,0,0.0,10,0,0,0,0,0,10.0,000707.SZ,ST双环
48387,20201231,0,0,0.0,10,0,0,0,0,0,10.0,603103.SH,横店影视
27827,20201231,0,0,0.0,10,0,0,0,0,0,10.0,300521.SZ,爱司凯
41046,20201231,0,0,3.0,0,0,0,0,6,0,9.0,600699.SH,均胜电子
43729,20201231,0,0,0.0,0,0,0,0,7,0,7.0,600909.SH,华安证券
42033,20201231,0,0,0.0,0,0,0,0,0,0,0.0,600774.SH,汉商集团
